Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings
48,1658936376878,27/07/2022 15:39:36,6847687,3,46,Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Pro,2
49,1658936382648,27/07/2022 15:39:42,6847687,3,47,Strongly Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,For,the long term benefits outweigh the temporary side-effects,Pro,7
50,1658936386598,27/07/2022 15:39:46,6847687,3,48,Strongly Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Pro,1
51,1658936389184,27/07/2022 15:39:49,6847687,3,49,Somewhat Disagree,statements,1,Most days,Most months,32,Female,A levels,3,Against,it's still in its trial stages.,Pro,3
52,1658936393408,27/07/2022 15:39:53,6847687,3,50,Strongly Disagree,statements,1,Most days,Most months,32,Female,A levels,2,Against,if you were to have covid you would have already.,Pro,1
53,1658936395668,27/07/2022 15:39:55,6847687,3,51,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,1,For,I want to get my freedoms back,Pro,7
54,1658936398403,27/07/2022 15:39:58,6847687,3,52,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,For,better for travelling abroad,Pro,4
55,1658936400807,27/07/2022 15:40:00,6847687,3,53,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,For,Everyone else is getting vaccinated.,Pro,5
56,1658936402567,27/07/2022 15:40:02,6847687,3,54,Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,For,It has been thoroughly tested,Pro,6
57,1658936405282,27/07/2022 15:40:05,6847687,3,55,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,For,The news said its effective,Pro,4
58,1658936408476,27/07/2022 15:40:08,6847687,3,56,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,For,Only a few people have died from it.,Pro,1
59,1658936411241,27/07/2022 15:40:11,6847687,3,57,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,For,Im doing my bit to help,Pro,7
60,1658936421200,27/07/2022 15:40:21,6847687,3,58,Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Pro,6
61,1658936422713,27/07/2022 15:40:22,6847687,3,59,Somewhat Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,For,The government said it safe,Pro,5
62,1658936426276,27/07/2022 15:40:26,6847687,3,60,Strongly Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Pro,7
63,1658936429668,27/07/2022 15:40:29,6847687,3,61,Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Pro,2
64,1658936431781,27/07/2022 15:40:31,6847687,3,62,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Pro,5
3,1658936347789,27/07/2022 15:39:07,6847717,3,1,Somewhat Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Pro,5
4,1658936354078,27/07/2022 15:39:14,6847717,3,2,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,Against,I don't think have taken enough time to test the vaccine properly.,Pro,5
5,1658936356450,27/07/2022 15:39:16,6847717,3,3,Strongly Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,Against,I've never had a vaccine and never will,Pro,1
6,1658936362220,27/07/2022 15:39:22,6847717,3,4,Somewhat Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Pro,3
7,1658936365652,27/07/2022 15:39:25,6847717,3,5,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,For,better for everyone else,Pro,4
8,1658936367987,27/07/2022 15:39:27,6847717,3,6,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,For,Im doing my bit to help,Pro,6
9,1658936370079,27/07/2022 15:39:30,6847717,3,7,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,Against,I am undergoing treatment for cancer,Pro,1
10,1658936374849,27/07/2022 15:39:34,6847717,3,8,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Pro,4
11,1658936378410,27/07/2022 15:39:38,6847717,3,9,Somewhat Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,Against,I don't know what's in it,Pro,3
12,1658936384576,27/07/2022 15:39:44,6847717,3,10,Somewhat Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,For,Because in the end everyone will be forced to have the vaccine if they want to go on holiday or go to certain events,Pro,5
13,1658936387941,27/07/2022 15:39:47,6847717,3,11,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Pro,5
14,1658936390766,27/07/2022 15:39:50,6847717,3,12,Disagree,statements,6,Most weeks,Most days,32,Female,A levels,1,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Pro,2
15,1658936394303,27/07/2022 15:39:54,6847717,3,13,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,For,Everyone else is getting vaccinated.,Pro,5
16,1658936397560,27/07/2022 15:39:57,6847717,3,14,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,Against,Im unsure of the long term affects,Pro,5
17,1658936401258,27/07/2022 15:40:01,6847717,3,15,Neither Agree nor Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Pro,4
18,1658936404264,27/07/2022 15:40:04,6847717,3,16,Somewhat Agree,statements,6,Most weeks,Most days,32,Female,A levels,2,For,Everyone has to have one so life can go back to normal,Pro,5
19,1658936406586,27/07/2022 15:40:06,6847717,3,17,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,For,The vaccine is perfectly safe and better versions have already been produced.,Pro,5
20,1658936409741,27/07/2022 15:40:09,6847717,3,18,Somewhat Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,For,The news said its effective,Pro,5
21,1658936413000,27/07/2022 15:40:13,6847717,3,19,Somewhat Agree,statements,1,Most days,Most months,32,Female,A levels,2,For,there are a load of people receiving the vaccine it's safe.,Pro,5
22,1658936414658,27/07/2022 15:40:14,6847717,3,20,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,For,It has been thoroughly tested,Pro,5
23,1658936418838,27/07/2022 15:40:18,6847717,3,21,Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,For,the long term benefits outweigh the temporary side-effects,Pro,6
24,1658936421018,27/07/2022 15:40:21,6847717,3,22,Neither Agree nor Disagree,statements,6,Most weeks,Most days,32,Female,A levels,2,Against,The vaccine hasn't been tested for long enough to ensure its safety and effectiveness,Pro,4
25,1658936425835,27/07/2022 15:40:25,6847717,3,23,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,Against,I get tested all the time and can afford to self-isolate,Pro,3
26,1658936431023,27/07/2022 15:40:31,6847717,3,24,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,For,Its the only way to stop the spread of the virus,Pro,5
27,1658936432690,27/07/2022 15:40:32,6847717,3,25,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,For,Only a few people have died from it.,Pro,5
28,1658936440420,27/07/2022 15:40:40,6847717,3,26,Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,Against,"Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.",Pro,2
29,1658936442037,27/07/2022 15:40:42,6847717,3,27,Disagree,statements,1,Most days,Most months,32,Female,A levels,3,Against,it's still in its trial stages.,Pro,2
30,1658936445486,27/07/2022 15:40:45,6847717,3,28,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Pro,3
31,1658936447702,27/07/2022 15:40:47,6847717,3,29,Somewhat Agree,statements,1,Most days,Most months,32,Female,A levels,3,For,it will help you protect yourself.,Pro,5
32,1658936449270,27/07/2022 15:40:49,6847717,3,30,Somewhat Agree,statements,6,Most weeks,Most days,32,Female,A levels,3,For,To be able to go on holiday,Pro,5
33,1658936453355,27/07/2022 15:40:53,6847717,3,31,Strongly Disagree,statements,1,Most days,Most months,32,Female,A levels,2,Against,if you were to have covid you would have already.,Pro,1
34,1658936456052,27/07/2022 15:40:56,6847717,3,32,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,For,The government said it safe,Pro,4
35,1658936460175,27/07/2022 15:41:00,6847717,3,33,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,For,Protects you against the virus so that you have immunity against it,Pro,5
36,1658936463653,27/07/2022 15:41:03,6847717,3,34,Somewhat Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,Against,The vaccine is not safe to receive.,Pro,3
37,1658936470519,27/07/2022 15:41:10,6847717,3,35,Somewhat Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,Against,The risk of dying from Covid is only 0.03% unless you have an underlying health problem.,Pro,3
38,1658936472340,27/07/2022 15:41:12,6847717,3,36,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Pro,5
40,1658936477698,27/07/2022 15:41:17,6847717,3,38,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,Against,I might be the one who gets the blood clots.,Pro,5
42,1658936484722,27/07/2022 15:41:24,6847717,3,40,Somewhat Disagree,statements,6,Most weeks,Most days,32,Female,A levels,3,Against,It is a new technology that was considered unethical before thats why it was never passed,Pro,3
43,1658936488342,27/07/2022 15:41:28,6847717,3,41,Somewhat Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Pro,3
44,1658936490422,27/07/2022 15:41:30,6847717,3,42,Neither Agree nor Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,Against,It will have serious consequences on peoples health.,Pro,4
45,1658936492370,27/07/2022 15:41:32,6847717,3,43,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,For,I want to be able to fly for holidays this summer.,Pro,5
46,1658936495210,27/07/2022 15:41:35,6847717,3,44,Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,For,It is important to receive the vaccine to protect your health and the health of others.,Pro,6
47,1658936497587,27/07/2022 15:41:37,6847717,3,45,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Pro,1
48,1658936500383,27/07/2022 15:41:40,6847717,3,46,Somewhat Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,Against,Im not mixing with other people,Pro,3
49,1658936503068,27/07/2022 15:41:43,6847717,3,47,Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,For,It will stop me from getting covid.,Pro,2
50,1658936505223,27/07/2022 15:41:45,6847717,3,48,Neither Agree nor Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,For,It's safe the government said so.,Pro,4
51,1658936508473,27/07/2022 15:41:48,6847717,3,49,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,For,To protect me from becoming seriously ill if I caught Covid,Pro,6
52,1658936519470,27/07/2022 15:41:59,6847717,3,50,Somewhat Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Pro,3
53,1658936521711,27/07/2022 15:42:01,6847717,3,51,Neither Agree nor Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,Against,It hasnt been tested for long enough,Pro,4
54,1658936523906,27/07/2022 15:42:03,6847717,3,52,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Pro,5
55,1658936525258,27/07/2022 15:42:05,6847717,3,53,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,For,We must have the vaccine in order to return to normality.,Pro,5
56,1658936528642,27/07/2022 15:42:08,6847717,3,54,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Pro,1
57,1658936532071,27/07/2022 15:42:12,6847717,3,55,Neither Agree nor Disagree,statements,1,Most days,Most months,32,Female,A levels,1,For,i was fine are a few days.,Pro,4
58,1658936534434,27/07/2022 15:42:14,6847717,3,56,Somewhat Agree,statements,1,Most days,Most months,32,Female,A levels,1,Against,"the vaccine has side effects.

",Pro,5
59,1658936535936,27/07/2022 15:42:15,6847717,3,57,Somewhat Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,For,better for travelling abroad,Pro,5
60,1658936538504,27/07/2022 15:42:18,6847717,3,58,Somewhat Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,For,Protects others around you from catching the virus?,Pro,3
61,1658936540524,27/07/2022 15:42:20,6847717,3,59,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,Against,The vaccine was man made,Pro,6
62,1658936542056,27/07/2022 15:42:22,6847717,3,60,Somewhat Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,Against,Its not been developed for long enough.,Pro,3
63,1658936543700,27/07/2022 15:42:23,6847717,3,61,Somewhat Agree,statements,6,Most weeks,Most days,32,Female,A levels,1,For,I want to get my freedoms back,Pro,5
64,1658936545913,27/07/2022 15:42:25,6847717,3,62,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,For,Because I am old and therefore at a higher risk of dying if I caught Covid,Pro,1
4,1658936358652,27/07/2022 15:39:18,6847718,3,2,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,Against,I am undergoing treatment for cancer,Pro,1
5,1658936379773,27/07/2022 15:39:39,6847718,3,3,Strongly Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Pro,7
6,1658936385361,27/07/2022 15:39:45,6847718,3,4,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,Against,I might be the one who gets the blood clots.,Pro,1
7,1658936388357,27/07/2022 15:39:48,6847718,3,5,Strongly Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,For,better for everyone else,Pro,7
8,1658936393207,27/07/2022 15:39:53,6847718,3,6,Strongly Disagree,statements,1,Most days,Most months,32,Female,A levels,2,Against,if you were to have covid you would have already.,Pro,1
9,1658936395195,27/07/2022 15:39:55,6847718,3,7,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,For,It is important to receive the vaccine to protect your health and the health of others.,Pro,7
10,1658936396310,27/07/2022 15:39:56,6847718,3,8,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,3,For,it will help you protect yourself.,Pro,7
11,1658936398295,27/07/2022 15:39:58,6847718,3,9,Somewhat Agree,statements,1,Most days,Most months,32,Female,A levels,1,Against,"the vaccine has side effects.

",Pro,5
12,1658936403100,27/07/2022 15:40:03,6847718,3,10,Strongly Disagree,statements,1,Most days,Most months,32,Female,A levels,3,Against,it's still in its trial stages.,Pro,1
13,1658936406601,27/07/2022 15:40:06,6847718,3,11,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,For,It's safe the government said so.,Pro,7
14,1658936408684,27/07/2022 15:40:08,6847718,3,12,Strongly Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Pro,7
15,1658936409643,27/07/2022 15:40:09,6847718,3,13,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,1,For,I want to get my freedoms back,Pro,7
16,1658936413935,27/07/2022 15:40:13,6847718,3,14,Neither Agree nor Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,Against,The risk of dying from Covid is only 0.03% unless you have an underlying health problem.,Pro,4
17,1658936417766,27/07/2022 15:40:17,6847718,3,15,Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,For,I want to be able to fly for holidays this summer.,Pro,6
18,1658936424507,27/07/2022 15:40:24,6847718,3,16,Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,Against,I get tested all the time and can afford to self-isolate,Pro,2
19,1658936431880,27/07/2022 15:40:31,6847718,3,17,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,Against,The vaccine was man made,Pro,4
20,1658936435044,27/07/2022 15:40:35,6847718,3,18,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Pro,1
21,1658936436796,27/07/2022 15:40:36,6847718,3,19,Strongly Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,For,better for travelling abroad,Pro,7
22,1658936438139,27/07/2022 15:40:38,6847718,3,20,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,For,It will stop me from getting covid.,Pro,7
23,1658936441139,27/07/2022 15:40:41,6847718,3,21,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Pro,1
24,1658936444103,27/07/2022 15:40:44,6847718,3,22,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,For,To protect me from becoming seriously ill if I caught Covid,Pro,7
25,1658936445179,27/07/2022 15:40:45,6847718,3,23,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,For,The news said its effective,Pro,7
26,1658936446907,27/07/2022 15:40:46,6847718,3,24,Strongly Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,For,the long term benefits outweigh the temporary side-effects,Pro,7
27,1658936449164,27/07/2022 15:40:49,6847718,3,25,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,Against,I don't think have taken enough time to test the vaccine properly.,Pro,1
28,1658936451668,27/07/2022 15:40:51,6847718,3,26,Neither Agree nor Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,Against,Im unsure of the long term affects,Pro,4
29,1658936453668,27/07/2022 15:40:53,6847718,3,27,Strongly Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,Against,I don't know what's in it,Pro,1
30,1658936455982,27/07/2022 15:40:55,6847718,3,28,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,For,Im doing my bit to help,Pro,7
31,1658936457297,27/07/2022 15:40:57,6847718,3,29,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Pro,7
32,1658936458579,27/07/2022 15:40:58,6847718,3,30,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,2,For,there are a load of people receiving the vaccine it's safe.,Pro,7
33,1658936463349,27/07/2022 15:41:03,6847718,3,31,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Pro,1
34,1658936464628,27/07/2022 15:41:04,6847718,3,32,Strongly Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,Against,The vaccine is not safe to receive.,Pro,1
35,1658936467184,27/07/2022 15:41:07,6847718,3,33,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,For,The vaccine is perfectly safe and better versions have already been produced.,Pro,7
36,1658936469264,27/07/2022 15:41:09,6847718,3,34,Strongly Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,Against,It will have serious consequences on peoples health.,Pro,1
37,1658936473537,27/07/2022 15:41:13,6847718,3,35,Somewhat Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Pro,5
38,1658936476505,27/07/2022 15:41:16,6847718,3,36,Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,For,Protects others around you from catching the virus?,Pro,2
39,1658936480524,27/07/2022 15:41:20,6847718,3,37,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,Against,I've never had a vaccine and never will,Pro,4
40,1658936483819,27/07/2022 15:41:23,6847718,3,38,Strongly Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Pro,7
41,1658936487001,27/07/2022 15:41:27,6847718,3,39,Neither Agree nor Disagree,statements,1,Most days,Most months,32,Female,A levels,1,For,i was fine are a few days.,Pro,4
42,1658936493879,27/07/2022 15:41:33,6847718,3,40,Neither Agree nor Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Pro,4
43,1658936495571,27/07/2022 15:41:35,6847718,3,41,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,For,The government said it safe,Pro,7
44,1658936496624,27/07/2022 15:41:36,6847718,3,42,Strongly Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,For,Everyone else is getting vaccinated.,Pro,7
45,1658936497683,27/07/2022 15:41:37,6847718,3,43,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,Against,Its not been developed for long enough.,Pro,7
46,1658936500069,27/07/2022 15:41:40,6847718,3,44,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,For,Only a few people have died from it.,Pro,7
47,1658936502069,27/07/2022 15:41:42,6847718,3,45,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,For,Because I am old and therefore at a higher risk of dying if I caught Covid,Pro,7
48,1658936506820,27/07/2022 15:41:46,6847718,3,46,Neither Agree nor Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Pro,4
49,1658936508164,27/07/2022 15:41:48,6847718,3,47,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,3,For,To be able to go on holiday,Pro,7
50,1658936509609,27/07/2022 15:41:49,6847718,3,48,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,For,Its the only way to stop the spread of the virus,Pro,7
51,1658936514121,27/07/2022 15:41:54,6847718,3,49,Somewhat Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,For,Because in the end everyone will be forced to have the vaccine if they want to go on holiday or go to certain events,Pro,3
52,1658936517074,27/07/2022 15:41:57,6847718,3,50,Somewhat Disagree,statements,6,Most weeks,Most days,32,Female,A levels,1,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Pro,3
53,1658936520816,27/07/2022 15:42:00,6847718,3,51,Strongly Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Pro,1
54,1658936521922,27/07/2022 15:42:01,6847718,3,52,Strongly Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,Against,It hasnt been tested for long enough,Pro,1
55,1658936523691,27/07/2022 15:42:03,6847718,3,53,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,For,We must have the vaccine in order to return to normality.,Pro,7
57,1658936530462,27/07/2022 15:42:10,6847718,3,55,Strongly Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Pro,1
58,1658936531786,27/07/2022 15:42:11,6847718,3,56,Strongly Disagree,statements,6,Most weeks,Most days,32,Female,A levels,2,Against,The vaccine hasn't been tested for long enough to ensure its safety and effectiveness,Pro,1
59,1658936533894,27/07/2022 15:42:13,6847718,3,57,Strongly Disagree,statements,6,Most weeks,Most days,32,Female,A levels,3,Against,It is a new technology that was considered unethical before thats why it was never passed,Pro,1
60,1658936536211,27/07/2022 15:42:16,6847718,3,58,Neither Agree nor Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,Against,Im not mixing with other people,Pro,4
61,1658936539766,27/07/2022 15:42:19,6847718,3,59,Strongly Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,Against,"Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.",Pro,1
62,1658936541895,27/07/2022 15:42:21,6847718,3,60,Strongly Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,For,Protects you against the virus so that you have immunity against it,Pro,7
63,1658936547407,27/07/2022 15:42:27,6847718,3,61,Agree,statements,6,Most weeks,Most days,32,Female,A levels,2,For,Everyone has to have one so life can go back to normal,Pro,6
64,1658936548918,27/07/2022 15:42:28,6847718,3,62,Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,For,It has been thoroughly tested,Pro,6
3,1658936420246,27/07/2022 15:40:20,6847723,3,1,Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,For,Because in the end everyone will be forced to have the vaccine if they want to go on holiday or go to certain events,Pro,2
4,1658936426289,27/07/2022 15:40:26,6847723,3,2,Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,For,I want to be able to fly for holidays this summer.,Pro,2
5,1658936430179,27/07/2022 15:40:30,6847723,3,3,Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,Against,I get tested all the time and can afford to self-isolate,Pro,2
6,1658936436580,27/07/2022 15:40:36,6847723,3,4,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,For,better for everyone else,Pro,4
7,1658936439110,27/07/2022 15:40:39,6847723,3,5,Strongly Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,Against,The vaccine is not safe to receive.,Pro,1
8,1658936449809,27/07/2022 15:40:49,6847723,3,6,Somewhat Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,For,better for travelling abroad,Pro,5
