Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,rater_position,response_ratings
64,1647023731889,11/03/2022 18:35:31,6024683,2,61,Strongly Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",1,Against,"poor overall health, lack of nutrition",Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
65,1647023734379,11/03/2022 18:35:34,6024683,2,62,Strongly Agree,statements,12,A few times a year,Most months,20,Male,A levels,3,For,Because of health related problems,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
3,1647024813741,11/03/2022 18:53:33,6024941,2,1,Strongly Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",1,For,Saving Animals from cruel conditions,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
4,1647024816449,11/03/2022 18:53:36,6024941,2,2,Agree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,Animals are in small cages.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,6
5,1647024821167,11/03/2022 18:53:41,6024941,2,3,Disagree,statements,16,Most months,Most months,25,Male,A levels,2,Against,"Even if you are vegan, companies still will produce meat",Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
6,1647024825008,11/03/2022 18:53:45,6024941,2,4,Disagree,statements,17,Rarely,A few times a year,21,Male,A levels,2,Against,"Because, meat has always been essential to human existence, and ditching it probably isn't good from a cerebral standpoint.",Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
7,1647024827975,11/03/2022 18:53:47,6024941,2,5,Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,1,For,It is healthier for environment because it leaves smaller carbon footprint.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,6
8,1647024831885,11/03/2022 18:53:51,6024941,2,6,Disagree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",3,Against,Studies show that over the long term vegans start to suffer health effects of not eating meat,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
9,1647024833808,11/03/2022 18:53:53,6024941,2,7,Disagree,statements,12,A few times a year,Most months,20,Male,A levels,1,Against,Because I like meat,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
10,1647024835407,11/03/2022 18:53:55,6024941,2,8,Disagree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",2,Against,Because is the cycle of life.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
11,1647024841829,11/03/2022 18:54:01,6024941,2,9,Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,3,For,"It's even tastier than animal food, and much healthier.",Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,6
12,1647024845499,11/03/2022 18:54:05,6024941,2,10,Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",1,Against,Saving animals means you have to purchase ethically rather than take yourself out of the argument.,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
13,1647024847968,11/03/2022 18:54:07,6024941,2,11,Somewhat Agree,statements,17,Rarely,A few times a year,21,Male,A levels,3,For,Some health benefits that come with it,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
14,1647024849534,11/03/2022 18:54:09,6024941,2,12,Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",2,For,Enviromental care.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
15,1647024851361,11/03/2022 18:54:11,6024941,2,13,Somewhat Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,3,For,It is much healthier than a normal diet,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
16,1647024854332,11/03/2022 18:54:14,6024941,2,14,Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",2,Against,humans are not herbivores,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
17,1647024858067,11/03/2022 18:54:18,6024941,2,15,Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,2,For,You can save animals by eating vegan food.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,6
18,1647024859437,11/03/2022 18:54:19,6024941,2,16,Agree,statements,16,Most months,Most months,25,Male,A levels,3,For,it can save animal lives,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
19,1647024861207,11/03/2022 18:54:21,6024941,2,17,Agree,statements,12,A few times a year,Most months,20,Male,A levels,2,For,Because of the way animals are treated,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
20,1647024863831,11/03/2022 18:54:23,6024941,2,18,Disagree,statements,12,A few times a year,Most months,20,Male,A levels,2,Against,Because that person might need meat to be healthy,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
21,1647024866353,11/03/2022 18:54:26,6024941,2,19,Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,2,Against,I don't care about climate,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
22,1647024869811,11/03/2022 18:54:29,6024941,2,20,Neither Agree nor Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,1,For,"I don't like meat, or am intolerant to lactose",Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,4
23,1647024873052,11/03/2022 18:54:33,6024941,2,21,Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,2,Against,I don't think I couldn't eat anything from the animal industry.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
24,1647024878178,11/03/2022 18:54:38,6024941,2,22,Neither Agree nor Disagree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,3,Against,Adopting these types of diets often comes at a higher than normal cost of money,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,4
25,1647024880569,11/03/2022 18:54:40,6024941,2,23,Somewhat Disagree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,1,Against,Normal food is cheaper.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,3
26,1647024884492,11/03/2022 18:54:44,6024941,2,24,Disagree,statements,16,Most months,Most months,25,Male,A levels,1,Against,Meat is important for health,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
27,1647024887545,11/03/2022 18:54:47,6024941,2,25,Somewhat Agree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,3,For,I want to reduce carbon footprint generated by producing meat,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,5
28,1647024890120,11/03/2022 18:54:50,6024941,2,26,Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",1,Against,"poor overall health, lack of nutrition",Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
29,1647024894318,11/03/2022 18:54:54,6024941,2,27,Neither Agree nor Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",1,For,no cruelty to animals,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
30,1647024896888,11/03/2022 18:54:56,6024941,2,28,Strongly Disagree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",3,Against,Because animals were born for this,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
31,1647024899598,11/03/2022 18:54:59,6024941,2,29,Strongly Agree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",3,For,we can live without meat.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
32,1647024901912,11/03/2022 18:55:01,6024941,2,30,Somewhat Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",3,For,Have a healthy life.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
33,1647024904527,11/03/2022 18:55:04,6024941,2,31,Agree,statements,12,A few times a year,Most months,20,Male,A levels,1,For,Because of polution that comes from the production of meat,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
34,1647024907474,11/03/2022 18:55:07,6024941,2,32,Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,3,Against,I feel like being vegan is somewhat uncool or lame,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
35,1647024910106,11/03/2022 18:55:10,6024941,2,33,Strongly Agree,statements,17,Rarely,A few times a year,21,Male,A levels,1,For,I don't like the thought of animals suffering,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
36,1647024912031,11/03/2022 18:55:12,6024941,2,34,Somewhat Agree,statements,16,Most months,Most months,25,Male,A levels,1,For,It's healthier for you,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,5
37,1647024914322,11/03/2022 18:55:14,6024941,2,35,Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,1,Against,I like meat and other animal based products,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
38,1647024916323,11/03/2022 18:55:16,6024941,2,36,Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",3,Against,it is not very manly to eat only vegetables,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
39,1647024919636,11/03/2022 18:55:19,6024941,2,37,Agree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,2,For,I want to change the way animals are treated and sacrificed for food,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,6
40,1647024921216,11/03/2022 18:55:21,6024941,2,38,Agree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",2,For,vegan food tastes amazing,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
41,1647024926981,11/03/2022 18:55:26,6024941,2,39,Agree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Against,You need a B12 vitamin to live.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,6
43,1647024934503,11/03/2022 18:55:34,6024941,2,41,Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",3,For,"Saving the planet, less animal farms",Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
44,1647024936602,11/03/2022 18:55:36,6024941,2,42,Disagree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,2,Against,Normal food is tastier.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,2
45,1647024939823,11/03/2022 18:55:39,6024941,2,43,Disagree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,1,Against,"""I don't want to stop eating what I like""",Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
46,1647024943611,11/03/2022 18:55:43,6024941,2,44,Neither Agree nor Disagree,statements,12,A few times a year,Most months,20,Male,A levels,3,For,Because of health related problems,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,4
47,1647024946132,11/03/2022 18:55:46,6024941,2,45,Somewhat Disagree,statements,12,A few times a year,Most months,20,Male,A levels,3,Against,Because that person isn't a fan of vegetables,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,3
48,1647024948928,11/03/2022 18:55:48,6024941,2,46,Somewhat Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",2,For,I believe it's healthier,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,5
49,1647024951493,11/03/2022 18:55:51,6024941,2,47,Agree,statements,17,Rarely,A few times a year,21,Male,A levels,2,For,Due to environmental reasons,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
50,1647024953739,11/03/2022 18:55:53,6024941,2,48,Somewhat Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,1,For,You are saving the planet,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
51,1647024955476,11/03/2022 18:55:55,6024941,2,49,Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",1,For,The love and care of the animals.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
52,1647024957515,11/03/2022 18:55:57,6024941,2,50,Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,it is tradition to eat meat and fish.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
53,1647024960117,11/03/2022 18:56:00,6024941,2,51,Disagree,statements,17,Rarely,A few times a year,21,Male,A levels,3,Against,"Because of all the jobs in the meat industry, and how it's essential to a lot of the world economies.",Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
54,1647024961852,11/03/2022 18:56:01,6024941,2,52,Disagree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",2,Against,Man has evolved to eat meat and our bodies need it.,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
55,1647024964523,11/03/2022 18:56:04,6024941,2,53,Agree,statements,16,Most months,Most months,25,Male,A levels,2,For,it decreases CO2 emission,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
56,1647024968573,11/03/2022 18:56:08,6024941,2,54,Somewhat Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,3,Against,"Normal food has proteins, fats and all other nutrients which people need for healthy diet.",Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,5
57,1647024971364,11/03/2022 18:56:11,6024941,2,55,Strongly Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Against,"It's a circle of life, animals are to eat.",Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
58,1647024973364,11/03/2022 18:56:13,6024941,2,56,Disagree,statements,16,Most months,Most months,25,Male,A levels,3,Against,Vegan meals are not that tasty,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
59,1647024975258,11/03/2022 18:56:15,6024941,2,57,Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,2,For,meat is disgusting,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
60,1647024981408,11/03/2022 18:56:21,6024941,2,58,Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,Animals are raised to go directly to a slaughterhouse.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
61,1647024981638,11/03/2022 18:56:21,6024941,2,59,Disagree,statements,17,Rarely,A few times a year,21,Male,A levels,1,Against,Due to health reasons,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
62,1647024984307,11/03/2022 18:56:24,6024941,2,60,Neither Agree nor Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",3,For,better overall health,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
63,1647024986162,11/03/2022 18:56:26,6024941,2,61,Strongly Disagree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",1,Against,Because we need meat to develop the brain.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
4,1647025406733,11/03/2022 19:03:26,6025110,2,2,Strongly Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,3,For,"It's even tastier than animal food, and much healthier.",Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,7
5,1647025412089,11/03/2022 19:03:32,6025110,2,3,Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,it is tradition to eat meat and fish.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
6,1647025416247,11/03/2022 19:03:36,6025110,2,4,Strongly Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,2,Against,I don't think I couldn't eat anything from the animal industry.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
7,1647025419553,11/03/2022 19:03:39,6025110,2,5,Strongly Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,Animals are raised to go directly to a slaughterhouse.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
8,1647025422077,11/03/2022 19:03:42,6025110,2,6,Strongly Disagree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",2,Against,Because is the cycle of life.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
9,1647025426861,11/03/2022 19:03:46,6025110,2,7,Strongly Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",2,Against,humans are not herbivores,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
10,1647025430769,11/03/2022 19:03:50,6025110,2,8,Strongly Agree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",3,For,better overall health,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
11,1647025435101,11/03/2022 19:03:55,6025110,2,9,Strongly Agree,statements,17,Rarely,A few times a year,21,Male,A levels,3,For,Some health benefits that come with it,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
12,1647025438215,11/03/2022 19:03:58,6025110,2,10,Strongly Disagree,statements,16,Most months,Most months,25,Male,A levels,3,Against,Vegan meals are not that tasty,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
13,1647025444045,11/03/2022 19:04:04,6025110,2,11,Strongly Agree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,Animals are in small cages.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
14,1647025447390,11/03/2022 19:04:07,6025110,2,12,Strongly Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",1,For,The love and care of the animals.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
15,1647025450339,11/03/2022 19:04:10,6025110,2,13,Strongly Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,3,For,It is much healthier than a normal diet,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
16,1647025472213,11/03/2022 19:04:32,6025110,2,14,Neither Agree nor Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",1,Against,"poor overall health, lack of nutrition",Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
17,1647025475370,11/03/2022 19:04:35,6025110,2,15,Strongly Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,1,Against,I like meat and other animal based products,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
18,1647025477606,11/03/2022 19:04:37,6025110,2,16,Strongly Disagree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",1,Against,Because we need meat to develop the brain.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
19,1647025480410,11/03/2022 19:04:40,6025110,2,17,Strongly Disagree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,2,Against,Normal food is tastier.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,1
20,1647025485605,11/03/2022 19:04:45,6025110,2,18,Strongly Disagree,statements,17,Rarely,A few times a year,21,Male,A levels,2,Against,"Because, meat has always been essential to human existence, and ditching it probably isn't good from a cerebral standpoint.",Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
