Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_L,stanley_R,intellectual_R_1,intellectual_R_2,intellectual_R_3,intellectual_L_1,intellectual_L_2,intellectual_L_3,morality_R_1,morality_R_2,morality_R_3,morality_L_1,morality_L_2,morality_L_3,rater_position,response_ratings
43,1652104421166,09/05/2022 13:53:41,6434527,5,41,Agree,statements,98,Rarely,Rarely,31,Female,GCSEs,2,Leave,I believed it was the the most beneficial option,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
45,1652104429738,09/05/2022 13:53:49,6434527,5,43,Neither Agree nor Disagree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",1,Leave,"Immigration, tighter control over who we let into the country.",Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
46,1652104432173,09/05/2022 13:53:52,6434527,5,44,Disagree,statements,95,Never,Rarely,48,Male,A levels,3,Remain,Freedom of movement,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,2
47,1652104438081,09/05/2022 13:53:58,6434527,5,45,Disagree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,3,Remain,There would be freedom of movement between countries,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
48,1652104441858,09/05/2022 13:54:01,6434527,5,46,Strongly Disagree,statements,98,Rarely,Rarely,31,Female,GCSEs,3,Leave,I believed the outcomes they campaigned,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,1
49,1652104449678,09/05/2022 13:54:09,6434527,5,47,Strongly Disagree,statements,95,Never,Rarely,48,Male,A levels,1,Remain,"Social, political & economic Unity with Europe",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,1
50,1652104454428,09/05/2022 13:54:14,6434527,5,48,Neither Agree nor Disagree,statements,95,Never,Rarely,48,Male,A levels,3,Leave,Lack of immigration control,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
51,1652104458603,09/05/2022 13:54:18,6434527,5,49,Neither Agree nor Disagree,statements,92,Never,Never,67,Male,A levels,1,Remain,Better trade with the rest of Europe,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
52,1652104460313,09/05/2022 13:54:20,6434527,5,50,Neither Agree nor Disagree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",1,Leave,Financially better off,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
53,1652104465815,09/05/2022 13:54:25,6434527,5,51,Neither Agree nor Disagree,statements,95,Never,Rarely,48,Male,A levels,2,Remain,Easy access and free trading to largest market in the world,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
54,1652104475634,09/05/2022 13:54:35,6434527,5,52,Somewhat Agree,statements,97,Never,Never,24,Female,A levels,2,Leave,To stop or limit the amount of people coming to the country to live here as I see it as a threat,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
55,1652104480339,09/05/2022 13:54:40,6434527,5,53,Strongly Disagree,statements,98,Rarely,Rarely,31,Female,GCSEs,2,Remain,I agreed with the politicians outcomes,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,1
56,1652104488135,09/05/2022 13:54:48,6434527,5,54,Somewhat Agree,statements,96,Rarely,Rarely,47,Male,GCSEs,3,Leave,Free market trading no restrictions and a better deal for our exports,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
57,1652104493361,09/05/2022 13:54:53,6434527,5,55,Disagree,statements,92,Never,Never,67,Male,A levels,2,Remain,Better alignment with the rest of Europe's statutory regulations,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
58,1652104497758,09/05/2022 13:54:57,6434527,5,56,Strongly Disagree,statements,100,Rarely,Most weeks,49,Female,GCSEs,1,Remain,scared of change dont like the unknown,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,1
59,1652104502338,09/05/2022 13:55:02,6434527,5,57,Strongly Disagree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,1,Remain,Due to eu funding for certain sectors,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,1
60,1652104507634,09/05/2022 13:55:07,6434527,5,58,Somewhat Disagree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",3,Remain,Access to trade deals across Europe,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,3
61,1652104512028,09/05/2022 13:55:12,6434527,5,59,Strongly Disagree,statements,100,Rarely,Most weeks,49,Female,GCSEs,3,Remain,weak minded and think uk needs other country's to survive,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,1
62,1652104515888,09/05/2022 13:55:15,6434527,5,60,Neither Agree nor Disagree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",3,Remain,Stability of the Â£ against the euro,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
63,1652104522553,09/05/2022 13:55:22,6434527,5,61,Agree,statements,97,Never,Never,24,Female,A levels,1,Leave,That it will open up a lot more opportunities and possibilities to everyone in Britain,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
64,1652104526166,09/05/2022 13:55:26,6434527,5,62,Strongly Disagree,statements,96,Rarely,Rarely,47,Male,GCSEs,1,Remain,Safety in numbers as a European nation we can combine all our assets together,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,1
3,1652104635459,09/05/2022 13:57:15,6434575,5,1,Somewhat Agree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,3,Leave,We don't have to send money to EU,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
4,1652104639492,09/05/2022 13:57:19,6434575,5,2,Disagree,statements,96,Rarely,Rarely,47,Male,GCSEs,1,Remain,Safety in numbers as a European nation we can combine all our assets together,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,2
5,1652104642717,09/05/2022 13:57:22,6434575,5,3,Strongly Disagree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",2,Remain,Easy to travel to other EU countries,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,1
6,1652104646281,09/05/2022 13:57:26,6434575,5,4,Somewhat Agree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,3,Remain,There would be freedom of movement between countries,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
7,1652104653136,09/05/2022 13:57:33,6434575,5,5,Neither Agree nor Disagree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,2,Remain,To ensure laws and standards were protected,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,4
8,1652104658394,09/05/2022 13:57:38,6434575,5,6,Somewhat Agree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",1,Remain,"Stability and support from Europe, being able to rely on other countries if we need help",Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
9,1652104660785,09/05/2022 13:57:40,6434575,5,7,Somewhat Disagree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,3,Remain,To protect the economy,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,3
10,1652104666647,09/05/2022 13:57:46,6434575,5,8,Agree,statements,100,Rarely,Most weeks,49,Female,GCSEs,3,Leave,have to answer to no one (make uk strong again),Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,6
11,1652104669608,09/05/2022 13:57:49,6434575,5,9,Neither Agree nor Disagree,statements,92,Never,Never,67,Male,A levels,2,Leave,"We joined to have a common market, not a federal state.",Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
12,1652104674593,09/05/2022 13:57:54,6434575,5,10,Somewhat Disagree,statements,97,Never,Never,24,Female,A levels,3,Remain,To let everyone have the same chance of studying across the EU,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,3
13,1652104676624,09/05/2022 13:57:56,6434575,5,11,Neither Agree nor Disagree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,2,Leave,Less immigration more control over who comes into the country,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
14,1652104679191,09/05/2022 13:57:59,6434575,5,12,Somewhat Agree,statements,95,Never,Rarely,48,Male,A levels,3,Leave,Lack of immigration control,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
15,1652104683414,09/05/2022 13:58:03,6434575,5,13,Somewhat Disagree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",2,Remain,Freedom of movement across all of Europe making travel and immigration easier for European members,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,3
16,1652104687448,09/05/2022 13:58:07,6434575,5,14,Agree,statements,98,Rarely,Rarely,31,Female,GCSEs,2,Leave,I believed it was the the most beneficial option,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
17,1652104690077,09/05/2022 13:58:10,6434575,5,15,Neither Agree nor Disagree,statements,95,Never,Rarely,48,Male,A levels,1,Leave,Stifling Bureaucracy threatening competition,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
18,1652104693280,09/05/2022 13:58:13,6434575,5,16,Agree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,1,Leave,Get control back of our country,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
19,1652104694346,09/05/2022 13:58:14,6434575,5,17,Agree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,1,Remain,We would be better off as a combined union,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
20,1652104697379,09/05/2022 13:58:17,6434575,5,18,Somewhat Disagree,statements,95,Never,Rarely,48,Male,A levels,1,Remain,"Social, political & economic Unity with Europe",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,3
22,1652104706852,09/05/2022 13:58:26,6434575,5,20,Agree,statements,98,Rarely,Rarely,31,Female,GCSEs,1,Leave,I believed it was the correct decision at the time,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
23,1652104709810,09/05/2022 13:58:29,6434575,5,21,Agree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",3,Leave,Immigration restrictions to prevent free movement,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
24,1652104714121,09/05/2022 13:58:34,6434575,5,22,Agree,statements,97,Never,Never,24,Female,A levels,3,Leave,I believe that the uks economy would be better off on our own than relying on other countries,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
25,1652104714780,09/05/2022 13:58:34,6434575,5,23,Agree,statements,100,Rarely,Most weeks,49,Female,GCSEs,2,Leave,make our own decisions as a country,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,6
26,1652104717709,09/05/2022 13:58:37,6434575,5,24,Somewhat Agree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",3,Remain,Access to trade deals across Europe,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
27,1652104725353,09/05/2022 13:58:45,6434575,5,25,Disagree,statements,100,Rarely,Most weeks,49,Female,GCSEs,3,Remain,weak minded and think uk needs other country's to survive,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,2
28,1652104729873,09/05/2022 13:58:49,6434575,5,26,Neither Agree nor Disagree,statements,97,Never,Never,24,Female,A levels,2,Remain,To keep it the same as we are all used it it and it works,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,4
29,1652104732378,09/05/2022 13:58:52,6434575,5,27,Neither Agree nor Disagree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",3,Remain,Stability of the Â£ against the euro,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
30,1652104735750,09/05/2022 13:58:55,6434575,5,28,Somewhat Agree,statements,97,Never,Never,24,Female,A levels,1,Leave,That it will open up a lot more opportunities and possibilities to everyone in Britain,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
31,1652104737481,09/05/2022 13:58:57,6434575,5,29,Somewhat Agree,statements,98,Rarely,Rarely,31,Female,GCSEs,3,Leave,I believed the outcomes they campaigned,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
32,1652104739641,09/05/2022 13:58:59,6434575,5,30,Somewhat Agree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",1,Leave,"Immigration, tighter control over who we let into the country.",Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
33,1652104743068,09/05/2022 13:59:03,6434575,5,31,Somewhat Agree,statements,92,Never,Never,67,Male,A levels,3,Leave,We can trade with other countries without prejudice,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
34,1652104745261,09/05/2022 13:59:05,6434575,5,32,Agree,statements,100,Rarely,Most weeks,49,Female,GCSEs,1,Remain,scared of change dont like the unknown,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,6
35,1652104747548,09/05/2022 13:59:07,6434575,5,33,Agree,statements,96,Rarely,Rarely,47,Male,GCSEs,1,Leave,Independence we can survive on our own as a nation,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
36,1652104749615,09/05/2022 13:59:09,6434575,5,34,Agree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",1,Remain,Security of knowing we are in the common market,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
37,1652104751023,09/05/2022 13:59:11,6434575,5,35,Agree,statements,98,Rarely,Rarely,31,Female,GCSEs,1,Remain,I believe its the best  option,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
38,1652104753831,09/05/2022 13:59:13,6434575,5,36,Agree,statements,92,Never,Never,67,Male,A levels,1,Leave,We don't want to be ruled by Brussels,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
39,1652104756827,09/05/2022 13:59:16,6434575,5,37,Agree,statements,97,Never,Never,24,Female,A levels,1,Remain,To make sure that we still have a good friendship with the EU and trades can still take place in a good deal,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
40,1652104758265,09/05/2022 13:59:18,6434575,5,38,Agree,statements,95,Never,Rarely,48,Male,A levels,3,Remain,Freedom of movement,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,6
41,1652104760345,09/05/2022 13:59:20,6434575,5,39,Agree,statements,96,Rarely,Rarely,47,Male,GCSEs,2,Remain,Better for smaller businesses less tax to pay,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
42,1652104763925,09/05/2022 13:59:23,6434575,5,40,Disagree,statements,92,Never,Never,67,Male,A levels,1,Remain,Better trade with the rest of Europe,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
43,1652104766007,09/05/2022 13:59:26,6434575,5,41,Disagree,statements,92,Never,Never,67,Male,A levels,2,Remain,Better alignment with the rest of Europe's statutory regulations,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
45,1652104774011,09/05/2022 13:59:34,6434575,5,43,Disagree,statements,100,Rarely,Most weeks,49,Female,GCSEs,2,Remain,dont think uk is strong enough to stand alone,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,2
46,1652104778252,09/05/2022 13:59:38,6434575,5,44,Neither Agree nor Disagree,statements,95,Never,Rarely,48,Male,A levels,2,Remain,Easy access and free trading to largest market in the world,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
47,1652104780472,09/05/2022 13:59:40,6434575,5,45,Strongly Disagree,statements,98,Rarely,Rarely,31,Female,GCSEs,2,Remain,I agreed with the politicians outcomes,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,1
48,1652104783688,09/05/2022 13:59:43,6434575,5,46,Disagree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,2,Leave,Believing what the media was saying,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,2
49,1652104786118,09/05/2022 13:59:46,6434575,5,47,Neither Agree nor Disagree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",3,Leave,Paying to be in the eu,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
50,1652104791065,09/05/2022 13:59:51,6434575,5,48,Somewhat Disagree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,1,Leave,Independence - the belief that we can be independent and be free to make our own rules and laws. That we could decide what we do with our Money and boarders and wasnât told what we had to do,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,3
51,1652104795058,09/05/2022 13:59:55,6434575,5,49,Somewhat Agree,statements,97,Never,Never,24,Female,A levels,2,Leave,To stop or limit the amount of people coming to the country to live here as I see it as a threat,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
52,1652104797084,09/05/2022 13:59:57,6434575,5,50,Neither Agree nor Disagree,statements,92,Never,Never,67,Male,A levels,3,Remain,Easier travel within Europe,Strongly agree,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
53,1652104799396,09/05/2022 13:59:59,6434575,5,51,Somewhat Agree,statements,100,Rarely,Most weeks,49,Female,GCSEs,1,Leave,want the uk to stand on its own feet with no interference,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Strongly Disagree,Somewhat Agree,NA,NA,NA,LEAVE,5
54,1652104801050,09/05/2022 14:00:01,6434575,5,52,Agree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",1,Leave,Financially better off,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
55,1652104805292,09/05/2022 14:00:05,6434575,5,53,Somewhat Disagree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,1,Remain,Due to eu funding for certain sectors,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,3
56,1652104806992,09/05/2022 14:00:06,6434575,5,54,Agree,statements,93,Rarely,Rarely,39,Female,Vocational Training / Apprenticeship,3,Leave,Feeling free to choose,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
57,1652104808352,09/05/2022 14:00:08,6434575,5,55,Agree,statements,96,Rarely,Rarely,47,Male,GCSEs,2,Leave,Less money going to France we pay billions of pounds to Brussels,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
58,1652104809352,09/05/2022 14:00:09,6434575,5,56,Agree,statements,95,Never,Rarely,48,Male,A levels,2,Leave,Eu laws incompatible with Uk Sovereignty,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,6
59,1652104811177,09/05/2022 14:00:11,6434575,5,57,Somewhat Agree,statements,99,Most weeks,Most weeks,69,Female,No formal qualifications,2,Remain,We would receive grants from the EU for farming etc,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
60,1652104814139,09/05/2022 14:00:14,6434575,5,58,Disagree,statements,96,Rarely,Rarely,47,Male,GCSEs,3,Remain,The EU is one of the most successful peace projects,Disagree,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,2
61,1652104815173,09/05/2022 14:00:15,6434575,5,59,Disagree,statements,94,Rarely,Most months,34,Female,"Undergraduate degree (BSc, BA)",2,Leave,We hold the power to renegotiate tariffs due to larger quantities of imports than exports,Neither Agree nor Disagree,NA,Somewhat Agree,Somewhat Agree,Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,2
62,1652104818149,09/05/2022 14:00:18,6434575,5,60,Neither Agree nor Disagree,statements,98,Rarely,Rarely,31,Female,GCSEs,3,Remain,It was the direction I wanted the country to go in,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,4
63,1652104820816,09/05/2022 14:00:20,6434575,5,61,Somewhat Agree,statements,91,Rarely,Rarely,37,Female,"GCSEs,A levels",2,Leave,More control over what we produce and export,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
