Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,condition,ITT_cond,passedITT
31,1658936807827,27/07/2022 15:46:47,6847773,3,28,Strongly Disagree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",3,For,consequences after covid19 are more serious than side effects after vaccine,Pro,1,ANTI,1077,368,For,ITT,1,0
35,1658936824936,27/07/2022 15:47:04,6847773,3,32,Strongly Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",1,For,I think it will protect me from the covid19 virus,Pro,7,ANTI,1039,368,For,ITT,1,1
37,1658936832707,27/07/2022 15:47:12,6847773,3,34,Strongly Disagree,statements,76,Rarely,Never,23,Female,A levels,3,For,Risk of getting virus is low.,Pro,1,ANTI,1053,368,For,ITT,1,0
38,1658936844072,27/07/2022 15:47:24,6847773,3,35,Disagree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,2,For,the are a carer or around elderly people,Pro,2,ANTI,1064,368,For,ITT,1,0
41,1658936856750,27/07/2022 15:47:36,6847773,3,38,Strongly Agree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,There haven't been widespread visible side effects several months after the introduction of the vaccines.,Pro,7,ANTI,1028,368,For,ITT,1,1
42,1658936862094,27/07/2022 15:47:42,6847773,3,39,Strongly Agree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,1,For,"I  want it if it stops me getting covid then ill have it, I can't see my relative in a nursing home",Pro,7,ANTI,1045,368,For,ITT,1,1
44,1658936873100,27/07/2022 15:47:53,6847773,3,41,Strongly Agree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",2,For,"If you don't get a vaccination, you are being selfish on the rest of the nation. Vaccinations are the only way to get out of lockdown and save our economy.",Pro,7,ANTI,1022,368,For,ITT,1,1
45,1658936875598,27/07/2022 15:47:55,6847773,3,42,Strongly Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",3,For,It will allow me to move more freely,Pro,7,ANTI,1041,368,For,ITT,1,1
48,1658936885384,27/07/2022 15:48:05,6847773,3,45,Strongly Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,1,For,I want to be able to go out to places where I need a vaccine password,Pro,7,ANTI,1063,368,For,ITT,1,1
51,1658936903212,27/07/2022 15:48:23,6847773,3,48,Strongly Agree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,For,It has been tested and approved by state medical regulators.,Pro,7,ANTI,1027,368,For,ITT,1,1
53,1658936905618,27/07/2022 15:48:25,6847773,3,50,Strongly Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,3,For,I think i will get it if i dont get a vaccination,Pro,7,ANTI,1071,368,For,ITT,1,1
55,1658936917864,27/07/2022 15:48:37,6847773,3,52,Strongly Agree,statements,77,Rarely,Never,58,Female,GCSEs,3,For,i want life back to normal so will take it,Pro,7,ANTI,1059,368,For,ITT,1,1
56,1658936923901,27/07/2022 15:48:43,6847773,3,53,Neither Agree nor Disagree,statements,76,Rarely,Never,23,Female,A levels,1,For,Need to clear the virus.,Pro,4,ANTI,1051,368,For,ITT,1,0
57,1658936926594,27/07/2022 15:48:46,6847773,3,54,Strongly Agree,statements,77,Rarely,Never,58,Female,GCSEs,2,For,it could stop me ending up in hospital,Pro,7,ANTI,1058,368,For,ITT,1,1
60,1658936937264,27/07/2022 15:48:57,6847773,3,57,Strongly Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,1,For,I can go back to work,Pro,7,ANTI,1069,368,For,ITT,1,1
63,1658936948916,27/07/2022 15:49:08,6847773,3,60,Somewhat Agree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,2,For,"I need it to work , my company is insisting that we must have it. I don't want to get the sack",Pro,5,ANTI,1046,368,For,ITT,1,0
64,1658936955451,27/07/2022 15:49:15,6847773,3,61,Strongly Agree,statements,73,A few times a year,Rarely,28,Female,A levels,3,For,I am afraid of catching covid and becoming very ill or possibly dying from the virus,Pro,7,ANTI,1035,368,For,ITT,1,1
4,1658936646879,27/07/2022 15:44:06,6847775,3,2,Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",3,For,It will allow me to move more freely,Pro,6,ANTI,1041,370,For,ITT,1,1
5,1658936651398,27/07/2022 15:44:11,6847775,3,3,Agree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",3,For,consequences after covid19 are more serious than side effects after vaccine,Pro,6,ANTI,1077,370,For,ITT,1,1
6,1658936654627,27/07/2022 15:44:14,6847775,3,4,Agree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,For,It has been tested and approved by state medical regulators.,Pro,6,ANTI,1027,370,For,ITT,1,1
7,1658936659891,27/07/2022 15:44:19,6847775,3,5,Disagree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,There haven't been widespread visible side effects several months after the introduction of the vaccines.,Pro,2,ANTI,1028,370,For,ITT,1,0
9,1658936670185,27/07/2022 15:44:30,6847775,3,7,Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",1,For,I think it will protect me from the covid19 virus,Pro,6,ANTI,1039,370,For,ITT,1,1
11,1658936678702,27/07/2022 15:44:38,6847775,3,9,Disagree,statements,79,Most weeks,Most weeks,55,Female,A levels,2,For,I dont want to wear a mask,Pro,2,ANTI,1070,370,For,ITT,1,0
12,1658936680457,27/07/2022 15:44:40,6847775,3,10,Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,3,For,I just want to do my bit,Pro,6,ANTI,1065,370,For,ITT,1,1
13,1658936686740,27/07/2022 15:44:46,6847775,3,11,Agree,statements,73,A few times a year,Rarely,28,Female,A levels,3,For,I am afraid of catching covid and becoming very ill or possibly dying from the virus,Pro,6,ANTI,1035,370,For,ITT,1,1
14,1658936688594,27/07/2022 15:44:48,6847775,3,12,Agree,statements,76,Rarely,Never,23,Female,A levels,2,For,Ability to travel in the future.,Pro,6,ANTI,1052,370,For,ITT,1,1
15,1658936693202,27/07/2022 15:44:53,6847775,3,13,Somewhat Agree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,3,For,"I need it to be able to go into pubs, go on holiday , go.to cinema etc, go to a restaurant",Pro,5,ANTI,1047,370,For,ITT,1,0
21,1658936716768,27/07/2022 15:45:16,6847775,3,19,Agree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,"Even if one is not vulnerable to the virus, getting vaccinated will reduce community transmission and therefore protect those who are.",Pro,6,ANTI,1029,370,For,ITT,1,1
24,1658936732500,27/07/2022 15:45:32,6847775,3,22,Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,3,For,I think i will get it if i dont get a vaccination,Pro,6,ANTI,1071,370,For,ITT,1,1
25,1658936736175,27/07/2022 15:45:36,6847775,3,23,Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,2,For,the are a carer or around elderly people,Pro,6,ANTI,1064,370,For,ITT,1,1
29,1658936753949,27/07/2022 15:45:53,6847775,3,27,Agree,statements,76,Rarely,Never,23,Female,A levels,1,For,Need to clear the virus.,Pro,6,ANTI,1051,370,For,ITT,1,1
30,1658936760893,27/07/2022 15:46:00,6847775,3,28,Agree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,1,For,"I  want it if it stops me getting covid then ill have it, I can't see my relative in a nursing home",Pro,6,ANTI,1045,370,For,ITT,1,1
35,1658936788268,27/07/2022 15:46:28,6847775,3,33,Agree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",2,For,"If you don't get a vaccination, you are being selfish on the rest of the nation. Vaccinations are the only way to get out of lockdown and save our economy.",Pro,6,ANTI,1022,370,For,ITT,1,1
36,1658936791568,27/07/2022 15:46:31,6847775,3,34,Somewhat Agree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",2,For,vaccines were tested and safe,Pro,5,ANTI,1076,370,For,ITT,1,0
37,1658936801246,27/07/2022 15:46:41,6847775,3,35,Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",2,For,It will protect the vulnerable groups,Pro,6,ANTI,1040,370,For,ITT,1,1
45,1658936844886,27/07/2022 15:47:24,6847775,3,43,Somewhat Agree,statements,77,Rarely,Never,58,Female,GCSEs,1,For,i would feel safer having it,Pro,5,ANTI,1057,370,For,ITT,1,0
47,1658936848938,27/07/2022 15:47:28,6847775,3,45,Agree,statements,77,Rarely,Never,58,Female,GCSEs,3,For,i want life back to normal so will take it,Pro,6,ANTI,1059,370,For,ITT,1,1
48,1658936850493,27/07/2022 15:47:30,6847775,3,46,Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,1,For,I can go back to work,Pro,6,ANTI,1069,370,For,ITT,1,1
49,1658936852626,27/07/2022 15:47:32,6847775,3,47,Agree,statements,73,A few times a year,Rarely,28,Female,A levels,2,For,I would rather take the vaccine than catch covid,Pro,6,ANTI,1034,370,For,ITT,1,1
50,1658936855101,27/07/2022 15:47:35,6847775,3,48,Somewhat Agree,statements,76,Rarely,Never,23,Female,A levels,3,For,Risk of getting virus is low.,Pro,5,ANTI,1053,370,For,ITT,1,0
52,1658936858990,27/07/2022 15:47:38,6847775,3,50,Somewhat Agree,statements,73,A few times a year,Rarely,28,Female,A levels,1,For,I trust the vaccine,Pro,5,ANTI,1033,370,For,ITT,1,0
54,1658936864580,27/07/2022 15:47:44,6847775,3,52,Agree,statements,77,Rarely,Never,58,Female,GCSEs,2,For,it could stop me ending up in hospital,Pro,6,ANTI,1058,370,For,ITT,1,1
55,1658936870804,27/07/2022 15:47:50,6847775,3,53,Somewhat Disagree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",1,For,"There have not been many particularly negative side effects reported yet, therefor its absolutely safe.",Pro,3,ANTI,1021,370,For,ITT,1,0
59,1658936889960,27/07/2022 15:48:09,6847775,3,57,Agree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",1,For,the vaccine will help protect the entire population of the planet,Pro,6,ANTI,1075,370,For,ITT,1,1
60,1658936894127,27/07/2022 15:48:14,6847775,3,58,Agree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",3,For,"I may as well get it or i won't be permitted to travel abroad, the government or even my workplace might also pose other restrictions on me if i'm not vaccinated.",Pro,6,ANTI,1023,370,For,ITT,1,1
61,1658936899953,27/07/2022 15:48:19,6847775,3,59,Somewhat Disagree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,2,For,"I need it to work , my company is insisting that we must have it. I don't want to get the sack",Pro,3,ANTI,1046,370,For,ITT,1,0
64,1658936908636,27/07/2022 15:48:28,6847775,3,62,Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,1,For,I want to be able to go out to places where I need a vaccine password,Pro,6,ANTI,1063,370,For,ITT,1,1
3,1658936627844,27/07/2022 15:43:47,6847776,3,1,Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",3,For,It will allow me to move more freely,Pro,6,ANTI,1041,371,For,ITT,1,1
4,1658936634568,27/07/2022 15:43:54,6847776,3,2,Neither Agree nor Disagree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,"Even if one is not vulnerable to the virus, getting vaccinated will reduce community transmission and therefore protect those who are.",Pro,4,ANTI,1029,371,For,ITT,1,0
6,1658936644239,27/07/2022 15:44:04,6847776,3,4,Neither Agree nor Disagree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,2,For,"I need it to work , my company is insisting that we must have it. I don't want to get the sack",Pro,4,ANTI,1046,371,For,ITT,1,0
7,1658936647897,27/07/2022 15:44:07,6847776,3,5,Strongly Agree,statements,77,Rarely,Never,58,Female,GCSEs,2,For,it could stop me ending up in hospital,Pro,7,ANTI,1058,371,For,ITT,1,1
8,1658936650792,27/07/2022 15:44:10,6847776,3,6,Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,2,For,I dont want to wear a mask,Pro,6,ANTI,1070,371,For,ITT,1,1
9,1658936655972,27/07/2022 15:44:15,6847776,3,7,Neither Agree nor Disagree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,There haven't been widespread visible side effects several months after the introduction of the vaccines.,Pro,4,ANTI,1028,371,For,ITT,1,0
13,1658936672607,27/07/2022 15:44:32,6847776,3,11,Neither Agree nor Disagree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",1,For,"There have not been many particularly negative side effects reported yet, therefor its absolutely safe.",Pro,4,ANTI,1021,371,For,ITT,1,0
15,1658936682346,27/07/2022 15:44:42,6847776,3,13,Somewhat Disagree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",1,For,the vaccine will help protect the entire population of the planet,Pro,3,ANTI,1075,371,For,ITT,1,0
17,1658936694977,27/07/2022 15:44:54,6847776,3,15,Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,1,For,I can go back to work,Pro,6,ANTI,1069,371,For,ITT,1,1
19,1658936702415,27/07/2022 15:45:02,6847776,3,17,Somewhat Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,3,For,I just want to do my bit,Pro,5,ANTI,1065,371,For,ITT,1,0
21,1658936710432,27/07/2022 15:45:10,6847776,3,19,Strongly Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",1,For,I think it will protect me from the covid19 virus,Pro,7,ANTI,1039,371,For,ITT,1,1
23,1658936716338,27/07/2022 15:45:16,6847776,3,21,Somewhat Disagree,statements,76,Rarely,Never,23,Female,A levels,3,For,Risk of getting virus is low.,Pro,3,ANTI,1053,371,For,ITT,1,0
25,1658936726964,27/07/2022 15:45:26,6847776,3,23,Disagree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",3,For,consequences after covid19 are more serious than side effects after vaccine,Pro,2,ANTI,1077,371,For,ITT,1,0
27,1658936731661,27/07/2022 15:45:31,6847776,3,25,Strongly Agree,statements,77,Rarely,Never,58,Female,GCSEs,3,For,i want life back to normal so will take it,Pro,7,ANTI,1059,371,For,ITT,1,1
30,1658936742233,27/07/2022 15:45:42,6847776,3,28,Strongly Agree,statements,73,A few times a year,Rarely,28,Female,A levels,1,For,I trust the vaccine,Pro,7,ANTI,1033,371,For,ITT,1,1
31,1658936748056,27/07/2022 15:45:48,6847776,3,29,Strongly Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,2,For,the are a carer or around elderly people,Pro,7,ANTI,1064,371,For,ITT,1,1
32,1658936751704,27/07/2022 15:45:51,6847776,3,30,Somewhat Agree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,3,For,"I need it to be able to go into pubs, go on holiday , go.to cinema etc, go to a restaurant",Pro,5,ANTI,1047,371,For,ITT,1,0
33,1658936756412,27/07/2022 15:45:56,6847776,3,31,Somewhat Agree,statements,79,Most weeks,Most weeks,55,Female,A levels,3,For,I think i will get it if i dont get a vaccination,Pro,5,ANTI,1071,371,For,ITT,1,0
37,1658936773332,27/07/2022 15:46:13,6847776,3,35,Strongly Agree,statements,72,Most weeks,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,For,It has been tested and approved by state medical regulators.,Pro,7,ANTI,1027,371,For,ITT,1,1
39,1658936780523,27/07/2022 15:46:20,6847776,3,37,Somewhat Agree,statements,74,Most weeks,Most days,38,Female,"Vocational Training / Apprenticeship,A levels",2,For,It will protect the vulnerable groups,Pro,5,ANTI,1040,371,For,ITT,1,0
40,1658936786505,27/07/2022 15:46:26,6847776,3,38,Somewhat Agree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",3,For,"I may as well get it or i won't be permitted to travel abroad, the government or even my workplace might also pose other restrictions on me if i'm not vaccinated.",Pro,5,ANTI,1023,371,For,ITT,1,0
42,1658936799306,27/07/2022 15:46:39,6847776,3,40,Agree,statements,75,A few times a year,Never,54,Female,Vocational Training / Apprenticeship,1,For,"I  want it if it stops me getting covid then ill have it, I can't see my relative in a nursing home",Pro,6,ANTI,1045,371,For,ITT,1,1
46,1658936818322,27/07/2022 15:46:58,6847776,3,44,Somewhat Disagree,statements,71,Rarely,A few times a year,35,Female,"Undergraduate degree (BSc, BA)",2,For,"If you don't get a vaccination, you are being selfish on the rest of the nation. Vaccinations are the only way to get out of lockdown and save our economy.",Pro,3,ANTI,1022,371,For,ITT,1,0
47,1658936822236,27/07/2022 15:47:02,6847776,3,45,Strongly Agree,statements,73,A few times a year,Rarely,28,Female,A levels,2,For,I would rather take the vaccine than catch covid,Pro,7,ANTI,1034,371,For,ITT,1,1
51,1658936834197,27/07/2022 15:47:14,6847776,3,49,Strongly Agree,statements,80,Most weeks,Most weeks,37,Female,"Undergraduate degree (BSc, BA)",2,For,vaccines were tested and safe,Pro,7,ANTI,1076,371,For,ITT,1,1
52,1658936838835,27/07/2022 15:47:18,6847776,3,50,Agree,statements,73,A few times a year,Rarely,28,Female,A levels,3,For,I am afraid of catching covid and becoming very ill or possibly dying from the virus,Pro,6,ANTI,1035,371,For,ITT,1,1
53,1658936840264,27/07/2022 15:47:20,6847776,3,51,Strongly Agree,statements,77,Rarely,Never,58,Female,GCSEs,1,For,i would feel safer having it,Pro,7,ANTI,1057,371,For,ITT,1,1
54,1658936844032,27/07/2022 15:47:24,6847776,3,52,Strongly Agree,statements,76,Rarely,Never,23,Female,A levels,1,For,Need to clear the virus.,Pro,7,ANTI,1051,371,For,ITT,1,1
57,1658936862101,27/07/2022 15:47:42,6847776,3,55,Agree,statements,78,Most months,Rarely,46,Female,Vocational Training / Apprenticeship,1,For,I want to be able to go out to places where I need a vaccine password,Pro,6,ANTI,1063,371,For,ITT,1,1
58,1658936863610,27/07/2022 15:47:43,6847776,3,56,Agree,statements,76,Rarely,Never,23,Female,A levels,2,For,Ability to travel in the future.,Pro,6,ANTI,1052,371,For,ITT,1,1
3,1658935609357,27/07/2022 15:26:49,6847593,3,1,Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,For,I want to get back to 'normal'.,Pro,6,ANTI,903,301,For,ITT,1,1
4,1658935614419,27/07/2022 15:26:54,6847593,3,2,Strongly Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,For,I want to help by being vaccinated,Pro,7,ANTI,949,301,For,ITT,1,1
8,1658935642795,27/07/2022 15:27:22,6847593,3,6,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,For,Its a deadly disease,Pro,7,ANTI,919,301,For,ITT,1,1
11,1658935668796,27/07/2022 15:27:48,6847593,3,9,Neither Agree nor Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,For,All my friends have got it so IÈm getting it,Pro,4,ANTI,914,301,For,ITT,1,0
14,1658935688901,27/07/2022 15:28:08,6847593,3,12,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,For,I feel as if I have to or other people will judge me.,Pro,2,ANTI,926,301,For,ITT,1,0
15,1658935697045,27/07/2022 15:28:17,6847593,3,13,Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,For,Most people haven't had any serious side effects.,Pro,6,ANTI,927,301,For,ITT,1,1
16,1658935699769,27/07/2022 15:28:19,6847593,3,14,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,For,Want to get back to normal,Pro,6,ANTI,943,301,For,ITT,1,1
20,1658935724299,27/07/2022 15:28:44,6847593,3,18,Strongly Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,For,Lessen severity of symptoms for myself,Pro,7,ANTI,931,301,For,ITT,1,1
21,1658935731278,27/07/2022 15:28:51,6847593,3,19,Neither Agree nor Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,For,I'm worried about catching the coronavirus.,Pro,4,ANTI,901,301,For,ITT,1,0
27,1658935756379,27/07/2022 15:29:16,6847593,3,25,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,For,Have underlying health conditions,Pro,6,ANTI,944,301,For,ITT,1,1
32,1658935783665,27/07/2022 15:29:43,6847593,3,30,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,For,I want to feel safer,Pro,6,ANTI,950,301,For,ITT,1,1
34,1658935795860,27/07/2022 15:29:55,6847593,3,32,Neither Agree nor Disagree,statements,53,Most days,Most days,33,Male,GCSEs,1,For,It's effective because the news told me so,Pro,4,ANTI,913,301,For,ITT,1,0
35,1658935800162,27/07/2022 15:30:00,6847593,3,33,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,For,get back to normal life,Pro,6,ANTI,957,301,For,ITT,1,1
37,1658935808788,27/07/2022 15:30:08,6847593,3,35,Neither Agree nor Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,For,"If I don't take it, I'll die from the disease.",Pro,4,ANTI,908,301,For,ITT,1,0
38,1658935812179,27/07/2022 15:30:12,6847593,3,36,Strongly Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,For,looking after most vulnerable in society and protecting friends and family,Pro,7,ANTI,956,301,For,ITT,1,1
39,1658935814399,27/07/2022 15:30:14,6847593,3,37,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,For,Lower infection and transmission rates,Pro,7,ANTI,937,301,For,ITT,1,1
40,1658935818363,27/07/2022 15:30:18,6847593,3,38,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,For,reduce the impact of COVID-19 symptoms when contracted,Pro,7,ANTI,938,301,For,ITT,1,1
41,1658935822686,27/07/2022 15:30:22,6847593,3,39,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,For,"Herd immunity if everyone does it, it will be more effective",Pro,6,ANTI,955,301,For,ITT,1,1
42,1658935827337,27/07/2022 15:30:27,6847593,3,40,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,For,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,Pro,7,ANTI,920,301,For,ITT,1,1
43,1658935831877,27/07/2022 15:30:31,6847593,3,41,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,For,"Because everyone I know had it, i.e. peer pressure",Pro,2,ANTI,907,301,For,ITT,1,0
46,1658935853939,27/07/2022 15:30:53,6847593,3,44,Somewhat Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,For,"Vaccines are good, regardless of how new or experimental they are",Pro,5,ANTI,909,301,For,ITT,1,0
47,1658935856425,27/07/2022 15:30:56,6847593,3,45,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,For,Lessen chance of spreading it,Pro,6,ANTI,932,301,For,ITT,1,1
49,1658935864676,27/07/2022 15:31:04,6847593,3,47,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,For,"Even though it may not be fatal for everyone , people ca still suffer from long covid",Pro,7,ANTI,921,301,For,ITT,1,1
53,1658935884354,27/07/2022 15:31:24,6847593,3,51,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,For,Have close family with underlying heath conditions,Pro,6,ANTI,945,301,For,ITT,1,1
55,1658935894302,27/07/2022 15:31:34,6847593,3,53,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,For,It's what everybody else is doing.,Pro,2,ANTI,925,301,For,ITT,1,0
58,1658935906216,27/07/2022 15:31:46,6847593,3,56,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,For,It's the only way out of this pandemic,Pro,6,ANTI,951,301,For,ITT,1,1
60,1658935914097,27/07/2022 15:31:54,6847593,3,58,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,For,I believe everything I hear,Pro,2,ANTI,915,301,For,ITT,1,0
61,1658935916629,27/07/2022 15:31:56,6847593,3,59,Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,For,Help society to get back to normal,Pro,6,ANTI,939,301,For,ITT,1,1
62,1658935920842,27/07/2022 15:32:00,6847593,3,60,Strongly Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,For,I want to be able to go out and about without worrying.,Pro,7,ANTI,902,301,For,ITT,1,1
63,1658935923334,27/07/2022 15:32:03,6847593,3,61,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,For,Go 'back to normal',Pro,6,ANTI,933,301,For,ITT,1,1
4,1658935915799,27/07/2022 15:31:55,6847645,3,2,Somewhat Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,For,I feel as if I have to or other people will judge me.,Pro,5,ANTI,926,309,For,ITT,1,0
5,1658935922680,27/07/2022 15:32:02,6847645,3,3,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,For,looking after most vulnerable in society and protecting friends and family,Pro,6,ANTI,956,309,For,ITT,1,1
7,1658935933639,27/07/2022 15:32:13,6847645,3,5,Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,For,Help society to get back to normal,Pro,6,ANTI,939,309,For,ITT,1,1
9,1658935942473,27/07/2022 15:32:22,6847645,3,7,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,For,"Because everyone I know had it, i.e. peer pressure",Pro,2,ANTI,907,309,For,ITT,1,0
12,1658935951794,27/07/2022 15:32:31,6847645,3,10,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,For,Lessen severity of symptoms for myself,Pro,6,ANTI,931,309,For,ITT,1,1
14,1658935957582,27/07/2022 15:32:37,6847645,3,12,Somewhat Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,For,I want to get back to 'normal'.,Pro,5,ANTI,903,309,For,ITT,1,0
15,1658935960905,27/07/2022 15:32:40,6847645,3,13,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,For,I want to help by being vaccinated,Pro,6,ANTI,949,309,For,ITT,1,1
16,1658935964353,27/07/2022 15:32:44,6847645,3,14,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,For,I believe everything I hear,Pro,2,ANTI,915,309,For,ITT,1,0
17,1658935967572,27/07/2022 15:32:47,6847645,3,15,Somewhat Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,For,Lower infection and transmission rates,Pro,5,ANTI,937,309,For,ITT,1,0
18,1658935973580,27/07/2022 15:32:53,6847645,3,16,Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,For,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,Pro,2,ANTI,920,309,For,ITT,1,0
22,1658935988693,27/07/2022 15:33:08,6847645,3,20,Somewhat Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,For,I want to feel safer,Pro,5,ANTI,950,309,For,ITT,1,0
