Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
55,1647018089160,11/03/2022 17:01:29,6023619,7,53,Neither Agree nor Disagree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",5,Against,Animals were put on earth for us to eat,Anti,4,PRO,11,162,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
58,1647018108009,11/03/2022 17:01:48,6023619,7,56,Somewhat Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",6,Against,"I can still save the planet, by advocating for the reduction of carbon dioxide.",Anti,5,PRO,18,162,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
60,1647018119063,11/03/2022 17:01:59,6023619,7,58,Somewhat Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,5,Against,Dairy products and meat are delicious and I won't give them up.,Anti,5,PRO,59,162,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,0
63,1647018131419,11/03/2022 17:02:11,6023619,7,61,Disagree,statements,7,Rarely,Most months,19,Female,No formal qualifications,4,Against,"One vegan won't make a difference in the big picture, so why bother.",Anti,2,PRO,40,162,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
6,1647017889924,11/03/2022 16:58:09,6023606,7,4,Strongly Agree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,I think veganism is too hard to accomplish,Anti,7,PRO,35,154,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
7,1647017894260,11/03/2022 16:58:14,6023606,7,5,Strongly Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,5,Against,Dairy products and meat are delicious and I won't give them up.,Anti,7,PRO,59,154,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,1
8,1647017900004,11/03/2022 16:58:20,6023606,7,6,Agree,statements,5,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,people have always eaten meat. I don't see the point of elimination of meat,Anti,6,PRO,29,154,Against,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
10,1647017914540,11/03/2022 16:58:34,6023606,7,8,Strongly Agree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",4,Against,Is not the same taste as meat and dairy,Anti,7,PRO,22,154,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
12,1647017924024,11/03/2022 16:58:44,6023606,7,10,Somewhat Disagree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",5,Against,Animals were put on earth for us to eat,Anti,3,PRO,11,154,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
14,1647017962366,11/03/2022 16:59:22,6023606,7,12,Strongly Agree,statements,1,Most weeks,Most weeks,23,Female,"Undergraduate degree (BSc, BA)",6,Against,I think going vegan is too expensive,Anti,7,PRO,6,154,Against,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,ITT,1,1
16,1647017962366,11/03/2022 16:59:22,6023606,7,14,Disagree,statements,1,Most weeks,Most weeks,23,Female,"Undergraduate degree (BSc, BA)",5,Against,I don't know how to go vegan.,Anti,2,PRO,5,154,Against,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,ITT,1,0
17,1647017962366,11/03/2022 16:59:22,6023606,7,15,Neither Agree nor Disagree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",5,Against,"not balanced diet, not able to take all the nutrients from a vegan diet",Anti,4,PRO,47,154,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,0
23,1647017983504,11/03/2022 16:59:43,6023606,7,21,Somewhat Agree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,you miss a lot of nutrients when you have a plant-based diet,Anti,5,PRO,54,154,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,0
24,1647017986765,11/03/2022 16:59:46,6023606,7,22,Somewhat Disagree,statements,5,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,Meat give my a lot of strenght,Anti,3,PRO,28,154,Against,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
25,1647017993180,11/03/2022 16:59:53,6023606,7,23,Neither Agree nor Disagree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,their family is not vegan,Anti,4,PRO,34,154,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
32,1647018027774,11/03/2022 17:00:27,6023606,7,30,Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",5,Against,I eat meat because it is the easiest way to get protein in my diet.,Anti,6,PRO,17,154,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
33,1647018032268,11/03/2022 17:00:32,6023606,7,31,Neither Agree nor Disagree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",6,Against,"I am like a lion, you cannot deny me my protein",Anti,4,PRO,12,154,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
34,1647018033840,11/03/2022 17:00:33,6023606,7,32,Neither Agree nor Disagree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",6,Against,I think it isn't a healthy diet,Anti,4,PRO,24,154,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
35,1647018036640,11/03/2022 17:00:36,6023606,7,33,Agree,statements,1,Most weeks,Most weeks,23,Female,"Undergraduate degree (BSc, BA)",4,Against,I love meat too much.,Anti,6,PRO,4,154,Against,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,ITT,1,1
36,1647018044079,11/03/2022 17:00:44,6023606,7,34,Agree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,I don't see any harm in eating animal produts (in terms of their health),Anti,6,PRO,36,154,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
38,1647018051344,11/03/2022 17:00:51,6023606,7,36,Agree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,It is really hard to have a social life with so many restrictions,Anti,6,PRO,53,154,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,1
39,1647018056562,11/03/2022 17:00:56,6023606,7,37,Neither Agree nor Disagree,statements,7,Rarely,Most months,19,Female,No formal qualifications,4,Against,"One vegan won't make a difference in the big picture, so why bother.",Anti,4,PRO,40,154,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
40,1647018060899,11/03/2022 17:01:00,6023606,7,38,Disagree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",5,Against,I don't care or not believe in global warming,Anti,2,PRO,23,154,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
41,1647018065981,11/03/2022 17:01:05,6023606,7,39,Somewhat Disagree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,You need protein from meat,Anti,3,PRO,52,154,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,0
42,1647018069498,11/03/2022 17:01:09,6023606,7,40,Strongly Agree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",6,Against,not wanting to give up to cheese and meat,Anti,7,PRO,48,154,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,1
43,1647018077242,11/03/2022 17:01:17,6023606,7,41,Somewhat Agree,statements,5,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Meals which contains meat tast better,Anti,5,PRO,30,154,Against,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
48,1647018104600,11/03/2022 17:01:44,6023606,7,46,Somewhat Agree,statements,7,Rarely,Most months,19,Female,No formal qualifications,5,Against,It can be difficult and expensive.,Anti,5,PRO,41,154,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
49,1647018108826,11/03/2022 17:01:48,6023606,7,47,Somewhat Disagree,statements,7,Rarely,Most months,19,Female,No formal qualifications,6,Against,Not eating meat and animal products will lead to vitamin and iron deficiencies.,Anti,3,PRO,42,154,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
50,1647018115593,11/03/2022 17:01:55,6023606,7,48,Strongly Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",4,Against,"Just because I do eat meat, it doesn't mean I do not care for animals.",Anti,7,PRO,16,154,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
52,1647018122360,11/03/2022 17:02:02,6023606,7,50,Strongly Agree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",4,Against,I like meat too much,Anti,7,PRO,10,154,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
53,1647018130468,11/03/2022 17:02:10,6023606,7,51,Strongly Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",6,Against,"I can still save the planet, by advocating for the reduction of carbon dioxide.",Anti,7,PRO,18,154,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
56,1647018142580,11/03/2022 17:02:22,6023606,7,54,Neither Agree nor Disagree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",4,Against,because is the natural circle of life,Anti,4,PRO,46,154,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,0
58,1647018150844,11/03/2022 17:02:30,6023606,7,56,Somewhat Disagree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,4,Against,Humans are omnivores and need meat in order to be healthy.,Anti,3,PRO,58,154,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,0
60,1647018157183,11/03/2022 17:02:37,6023606,7,58,Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,6,Against,Being vegan is expensive,Anti,6,PRO,60,154,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,1
5,1647017893411,11/03/2022 16:58:13,6023626,7,3,Strongly Disagree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,4,Against,Humans are omnivores and need meat in order to be healthy.,Anti,1,PRO,58,166,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,0
8,1647017910273,11/03/2022 16:58:30,6023626,7,6,Disagree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",5,Against,I don't care or not believe in global warming,Anti,2,PRO,23,166,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
9,1647017921231,11/03/2022 16:58:41,6023626,7,7,Agree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",6,Against,not wanting to give up to cheese and meat,Anti,6,PRO,48,166,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,1
13,1647017958272,11/03/2022 16:59:18,6023626,7,11,Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",5,Against,I eat meat because it is the easiest way to get protein in my diet.,Anti,6,PRO,17,166,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
16,1647017958272,11/03/2022 16:59:18,6023626,7,14,Somewhat Disagree,statements,7,Rarely,Most months,19,Female,No formal qualifications,5,Against,It can be difficult and expensive.,Anti,3,PRO,41,166,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
18,1647017960085,11/03/2022 16:59:20,6023626,7,16,Disagree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",4,Against,because is the natural circle of life,Anti,2,PRO,46,166,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,0
19,1647017962267,11/03/2022 16:59:22,6023626,7,17,Strongly Agree,statements,1,Most weeks,Most weeks,23,Female,"Undergraduate degree (BSc, BA)",5,Against,I don't know how to go vegan.,Anti,7,PRO,5,166,Against,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,ITT,1,1
21,1647017974528,11/03/2022 16:59:34,6023626,7,19,Agree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",5,Against,"not balanced diet, not able to take all the nutrients from a vegan diet",Anti,6,PRO,47,166,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,1
22,1647017983146,11/03/2022 16:59:43,6023626,7,20,Agree,statements,7,Rarely,Most months,19,Female,No formal qualifications,4,Against,"One vegan won't make a difference in the big picture, so why bother.",Anti,6,PRO,40,166,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
23,1647017987610,11/03/2022 16:59:47,6023626,7,21,Strongly Agree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,I think veganism is too hard to accomplish,Anti,7,PRO,35,166,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
28,1647018017208,11/03/2022 17:00:17,6023626,7,26,Strongly Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,5,Against,Dairy products and meat are delicious and I won't give them up.,Anti,7,PRO,59,166,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,1
30,1647018024357,11/03/2022 17:00:24,6023626,7,28,Strongly Agree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",4,Against,I like meat too much,Anti,7,PRO,10,166,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
31,1647018027540,11/03/2022 17:00:27,6023626,7,29,Strongly Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",4,Against,"Just because I do eat meat, it doesn't mean I do not care for animals.",Anti,7,PRO,16,166,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
32,1647018029933,11/03/2022 17:00:29,6023626,7,30,Strongly Agree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,their family is not vegan,Anti,7,PRO,34,166,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
34,1647018041458,11/03/2022 17:00:41,6023626,7,32,Agree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,you miss a lot of nutrients when you have a plant-based diet,Anti,6,PRO,54,166,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,1
35,1647018044978,11/03/2022 17:00:44,6023626,7,33,Agree,statements,7,Rarely,Most months,19,Female,No formal qualifications,6,Against,Not eating meat and animal products will lead to vitamin and iron deficiencies.,Anti,6,PRO,42,166,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
37,1647018054383,11/03/2022 17:00:54,6023626,7,35,Somewhat Agree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,You need protein from meat,Anti,5,PRO,52,166,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,0
39,1647018066653,11/03/2022 17:01:06,6023626,7,37,Strongly Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",6,Against,"I can still save the planet, by advocating for the reduction of carbon dioxide.",Anti,7,PRO,18,166,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
40,1647018070032,11/03/2022 17:01:10,6023626,7,38,Strongly Agree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",6,Against,"I am like a lion, you cannot deny me my protein",Anti,7,PRO,12,166,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
41,1647018072170,11/03/2022 17:01:12,6023626,7,39,Strongly Agree,statements,1,Most weeks,Most weeks,23,Female,"Undergraduate degree (BSc, BA)",6,Against,I think going vegan is too expensive,Anti,7,PRO,6,166,Against,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,ITT,1,1
42,1647018075795,11/03/2022 17:01:15,6023626,7,40,Somewhat Disagree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",5,Against,Animals were put on earth for us to eat,Anti,3,PRO,11,166,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
45,1647018088691,11/03/2022 17:01:28,6023626,7,43,Disagree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",6,Against,I think it isn't a healthy diet,Anti,2,PRO,24,166,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
46,1647018090429,11/03/2022 17:01:30,6023626,7,44,Strongly Agree,statements,1,Most weeks,Most weeks,23,Female,"Undergraduate degree (BSc, BA)",4,Against,I love meat too much.,Anti,7,PRO,4,166,Against,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,ITT,1,1
48,1647018095461,11/03/2022 17:01:35,6023626,7,46,Strongly Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,6,Against,Being vegan is expensive,Anti,7,PRO,60,166,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,1
50,1647018102502,11/03/2022 17:01:42,6023626,7,48,Strongly Agree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,I don't see any harm in eating animal produts (in terms of their health),Anti,7,PRO,36,166,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
51,1647018106196,11/03/2022 17:01:46,6023626,7,49,Agree,statements,5,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,people have always eaten meat. I don't see the point of elimination of meat,Anti,6,PRO,29,166,Against,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
52,1647018109768,11/03/2022 17:01:49,6023626,7,50,Strongly Agree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",4,Against,Is not the same taste as meat and dairy,Anti,7,PRO,22,166,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
55,1647018122918,11/03/2022 17:02:02,6023626,7,53,Neither Agree nor Disagree,statements,5,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,Meat give my a lot of strenght,Anti,4,PRO,28,166,Against,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
57,1647018131359,11/03/2022 17:02:11,6023626,7,55,Disagree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,It is really hard to have a social life with so many restrictions,Anti,2,PRO,53,166,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,0
61,1647018147571,11/03/2022 17:02:27,6023626,7,59,Somewhat Disagree,statements,5,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Meals which contains meat tast better,Anti,3,PRO,30,166,Against,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
4,1647025247292,11/03/2022 19:00:47,6025091,7,2,Somewhat Agree,statements,8,Most weeks,A few times a year,29,Female,"Undergraduate degree (BSc, BA)",6,Against,not wanting to give up to cheese and meat,Anti,5,PRO,48,192,Against,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,ITT,1,0
5,1647025252460,11/03/2022 19:00:52,6025091,7,3,Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,4,Against,Humans are omnivores and need meat in order to be healthy.,Anti,6,PRO,58,192,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,1
8,1647025266319,11/03/2022 19:01:06,6025091,7,6,Neither Agree nor Disagree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,their family is not vegan,Anti,4,PRO,34,192,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
9,1647025271684,11/03/2022 19:01:11,6025091,7,7,Somewhat Agree,statements,7,Rarely,Most months,19,Female,No formal qualifications,5,Against,It can be difficult and expensive.,Anti,5,PRO,41,192,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
12,1647025288281,11/03/2022 19:01:28,6025091,7,10,Neither Agree nor Disagree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",4,Against,I like meat too much,Anti,4,PRO,10,192,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
14,1647025301665,11/03/2022 19:01:41,6025091,7,12,Somewhat Agree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,You need protein from meat,Anti,5,PRO,52,192,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,0
15,1647025311333,11/03/2022 19:01:51,6025091,7,13,Neither Agree nor Disagree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",4,Against,Is not the same taste as meat and dairy,Anti,4,PRO,22,192,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
19,1647025347821,11/03/2022 19:02:27,6025091,7,17,Disagree,statements,2,Rarely,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",6,Against,"I am like a lion, you cannot deny me my protein",Anti,2,PRO,12,192,Against,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
20,1647025357757,11/03/2022 19:02:37,6025091,7,18,Agree,statements,4,Once or twice a year,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",6,Against,I think it isn't a healthy diet,Anti,6,PRO,24,192,Against,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
24,1647026245361,11/03/2022 19:17:25,6025091,7,22,Agree,statements,3,A few times a year,A few times a year,23,Female,"Undergraduate degree (BSc, BA)",4,Against,"Just because I do eat meat, it doesn't mean I do not care for animals.",Anti,6,PRO,16,192,Against,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
26,1647026261208,11/03/2022 19:17:41,6025091,7,24,Somewhat Agree,statements,9,Most weeks,Most days,25,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,It is really hard to have a social life with so many restrictions,Anti,5,PRO,53,192,Against,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,ITT,1,0
28,1647026272375,11/03/2022 19:17:52,6025091,7,26,Somewhat Disagree,statements,7,Rarely,Most months,19,Female,No formal qualifications,4,Against,"One vegan won't make a difference in the big picture, so why bother.",Anti,3,PRO,40,192,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
32,1647026314819,11/03/2022 19:18:34,6025091,7,30,Agree,statements,10,it is a privileged lifestyle.,Most weeks,Most weeks,22,NA,5,Against,Dairy products and meat are delicious and I won't give them up.,Anti,6,PRO,59,192,Against,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,ITT,1,1
34,1647026347145,11/03/2022 19:19:07,6025091,7,32,Neither Agree nor Disagree,statements,6,Rarely,Once or twice a year,24,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,I don't see any harm in eating animal produts (in terms of their health),Anti,4,PRO,36,192,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
